property_id,id,full_address,street_address,unit,city,state,zip_code,county,latitude,longitude,property_type,bedrooms,bathrooms,sqft,lot_size_sqft,year_built,building_age,last_sale_price,last_sale_date,days_since_sale,price_per_sqft,assessed_value,tax_year,annual_tax,owner_name,owner_occupied,assessor_id,building_age_grp
P-100435,10435,"3794 Willow Way, Apt 13B, Nashville, TN 65799",3794 Willow Way,Apt 13B,Nashville,TN,65799,Davidson,39.172714,-121.906922,Condo,3,3.5,5408,5788,1992,32,732579.09,21/09/2024,570,135.46,619840.57,2023,9184.98,Joshua Hill,True,TN-DA-61234,Mid-age
P-100444,10444,"8666 River Blvd, Apt 22A, Honolulu, HI 61199",8666 River Blvd,Apt 22A,Honolulu,HI,61199,Honolulu,39.294188,-118.373158,Townhouse,1,1.0,3691,6996,1951,73,1592666.35,10/08/2023,978,431.5,1369686.22,2022,17888.37,James Perez,False,HI-HO-99123,Old
P-100445,10445,"1682 Broadway, Apt 1D, Phoenix, AZ 31895",1682 Broadway,Apt 1D,Phoenix,AZ,31895,Maricopa,22.166332,-112.412491,Townhouse,3,5.0,5734,8839,1999,25,281553.07,17/03/2020,2219,49.1,258611.89,2023,2443.79,Jessica Miller,True,AZ-MA-32756,Mid-age
P-100446,10446,"5281 Main St, Apt 20C, Billings, MT 61011",5281 Main St,Apt 20C,Billings,MT,61011,Yellowstone,26.63835,-137.851631,Condo,6,3.5,959,2062,1947,77,440655.53,04/09/2017,3144,459.49,431692.92,2022,7144.68,Kenneth Hernandez,True,MT-YE-22418,Old
P-100447,10447,"6466 Lake Dr, Apt 8A, Albuquerque, NM 53522",6466 Lake Dr,Apt 8A,Albuquerque,NM,53522,Bernalillo,25.646273,-90.730683,Townhouse,7,4.5,1153,6643,1922,102,594655.99,21/09/2019,2397,515.75,555809.18,2024,8719.04,Joseph Allen,True,NM-BE-11742,Old
P-100448,10448,"2132 Clearwater Ct, Apt 24C, Wichita, KS 40984",2132 Clearwater Ct,Apt 24C,Wichita,KS,40984,Sedgwick,40.554702,-91.11962,Townhouse,1,1.0,1726,7862,1983,41,351359.49,31/07/2024,622,203.57,320694.37,2024,2711.43,Timothy Hill,False,KS-SE-68160,Mid-age
P-100451,10451,"5203 Broadway, Apt 15D, St. Louis, MO 35891",5203 Broadway,Apt 15D,St. Louis,MO,35891,St. Louis,27.490511,-141.650111,Condo,3,3.0,5322,12666,2001,23,277092.78,11/08/2016,3533,52.07,286621.08,2022,5563.93,Margaret Sanchez,True,MO-ST-71697,Mid-age
P-100460,10460,"3558 Main St, Apt 2C, Miami, FL 59239",3558 Main St,Apt 2C,Miami,FL,59239,Miami-Dade,36.979099,-71.139975,Condo,4,4.5,3360,13262,1974,50,382509.16,21/08/2018,2793,113.84,408154.74,2023,7266.04,Margaret Nelson,True,FL-MI-90059,Old
P-100462,10462,"5378 Oak Ave, Apt 24D, Austin, TX 93070",5378 Oak Ave,Apt 24D,Austin,TX,93070,Travis,30.545449,-153.019377,Townhouse,6,4.5,2513,12454,1982,42,432128.85,31/05/2019,2510,171.96,448631.04,2023,8972.62,Steven Nelson,False,TX-TR-23166,Mid-age
P-100463,10463,"3296 Sunset Blvd, Apt 8B, Denver, CO 78164",3296 Sunset Blvd,Apt 8B,Denver,CO,78164,Denver,44.220201,-88.717011,Condo,1,2.0,4679,6105,1958,66,1298824.93,17/02/2020,2248,277.59,1423727.58,2023,14260.96,Donald Davis,True,CO-DE-80866,Old
P-100465,10465,"5552 Madison Ave, Apt 11E, Sacramento, CA 85493",5552 Madison Ave,Apt 11E,Sacramento,CA,85493,Sacramento,41.307941,-104.74089,Townhouse,4,4.0,5956,16476,2020,4,2163794.83,06/09/2016,3507,363.3,2014684.86,2022,21522.09,Linda Jackson,True,CA-SA-21683,Very New
P-100466,10466,"2002 Meadow Ln, Apt 17E, Lawrenceville, GA 26700",2002 Meadow Ln,Apt 17E,Lawrenceville,GA,26700,Gwinnett,43.613253,-73.99603,Townhouse,6,1.0,3146,4159,1995,29,537770.37,13/10/2016,3470,170.94,492836.25,2023,5833.07,Margaret Baker,False,GA-GW-26555,Mid-age
P-100467,10467,"3739 River Blvd, Apt 17A, Baton Rouge, LA 61814",3739 River Blvd,Apt 17A,Baton Rouge,LA,61814,East Baton Rouge,21.243496,-82.844504,Townhouse,2,3.0,2393,10582,2007,17,475511.93,16/07/2019,2464,198.71,420836.54,2024,6726.74,George Williams,True,LA-EA-50487,New
P-100476,10476,"9554 Orchard Ln, Apt 18B, Brooklyn, NY 51017",9554 Orchard Ln,Apt 18B,Brooklyn,NY,51017,Kings,34.850656,-71.216302,Townhouse,5,5.0,4782,8220,2008,16,751977.85,02/02/2017,3358,157.25,611674.32,2022,13456.84,Lisa Wilson,False,NY-KI-88924,New
P-100477,10477,"5982 Jackson Dr, Apt 21C, Baton Rouge, LA 26841",5982 Jackson Dr,Apt 21C,Baton Rouge,LA,26841,East Baton Rouge,40.321267,-120.284694,Condo,3,3.0,3727,14372,1940,84,432046.31,07/05/2025,342,115.92,468088.54,2024,6133.89,George Martinez,True,LA-EA-19248,Old
P-100478,10478,"3256 Meadow Ln, Apt 14A, Honolulu, HI 83877",3256 Meadow Ln,Apt 14A,Honolulu,HI,83877,Honolulu,38.418928,-85.615786,Townhouse,2,4.0,1857,7040,2020,4,1772562.75,28/12/2025,107,954.53,1930684.76,2022,17241.58,Linda Wright,True,HI-HO-81875,Very New
P-100481,10481,"8514 Sunset Blvd, Apt 17B, Houston, TX 96188",8514 Sunset Blvd,Apt 17B,Houston,TX,96188,Harris,24.348762,-124.044342,Condo,1,3.5,6395,10476,2006,18,594788.33,11/05/2018,2895,93.01,557516.5,2023,11150.33,Ashley Allen,True,TX-HA-66068,New
P-100484,10484,"793 Harbor View Blvd, Apt 27E, Tulsa, OK 32089",793 Harbor View Blvd,Apt 27E,Tulsa,OK,32089,Tulsa,38.874837,-80.272041,Condo,2,2.0,1215,7228,1937,87,520673.9,17/09/2025,209,428.54,482569.26,2023,4847.8,Linda Perez,False,OK-TU-42737,Old
P-100485,10485,"4852 Clearwater Ct, Apt 11C, Tampa, FL 73324",4852 Clearwater Ct,Apt 11C,Tampa,FL,73324,Hillsborough,28.778944,-138.463263,Townhouse,4,2.5,3097,13631,1985,39,764067.36,19/11/2025,146,246.71,825669.77,2024,15010.86,Patricia Thompson,True,FL-HI-70339,Mid-age
P-100486,10486,"1855 Main St, Apt 9B, Knoxville, TN 55838",1855 Main St,Apt 9B,Knoxville,TN,55838,Knox,44.590201,-140.80428,Townhouse,1,1.5,4129,12190,1945,79,186100.15,07/07/2020,2107,45.07,199043.97,2023,1888.15,Dorothy Smith,True,TN-KN-96066,Old
P-100487,10487,"6577 Meadow Ln, Apt 10A, Rockville, MD 49227",6577 Meadow Ln,Apt 10A,Rockville,MD,49227,Montgomery,30.659136,-79.379175,Condo,7,3.0,1490,8675,2004,20,1307228.95,20/06/2024,663,877.33,1100637.52,2024,14536.69,Matthew Rivera,True,MD-MO-34846,Mid-age
P-100490,10490,"2598 Birch St, Apt 21B, Charlotte, NC 34492",2598 Birch St,Apt 21B,Charlotte,NC,34492,Mecklenburg,27.61087,-90.294698,Condo,6,2.5,6058,13089,1945,79,489636.41,03/07/2017,3207,80.82,510683.79,2024,8561.86,Michelle Lopez,True,NC-ME-87489,Old
P-100492,10492,"8453 Summit Rd, Apt 9E, San Jose, CA 94393",8453 Summit Rd,Apt 9E,San Jose,CA,94393,Santa Clara,22.36887,-147.425219,Townhouse,3,3.5,6429,13278,1951,73,1425514.7,01/10/2025,195,221.73,1218138.64,2022,10507.14,Deborah Lee,True,CA-SA-71873,Old
P-100493,10493,"7159 Washington Ave, Apt 20C, Miami, FL 43064",7159 Washington Ave,Apt 20C,Miami,FL,43064,Miami-Dade,46.130697,-125.368432,Condo,1,1.5,6080,6303,2007,17,550379.22,13/08/2016,3531,90.52,461819.03,2023,7802.67,Margaret Mitchell,False,FL-MI-79319,New
P-100495,10495,"8841 Sunset Blvd, Apt 20C, Chicago, IL 15742",8841 Sunset Blvd,Apt 20C,Chicago,IL,15742,Cook,24.387547,-120.615507,Condo,7,5.0,3445,9441,1977,47,611294.42,19/12/2024,481,177.44,656074.64,2022,13777.57,Kimberly Allen,False,IL-CO-31880,Mid-age
P-100496,10496,"4845 Maple Dr, Apt 7B, Jacksonville, FL 84209",4845 Maple Dr,Apt 7B,Jacksonville,FL,84209,Duval,22.611025,-72.394762,Condo,6,4.0,4655,15873,1988,36,798799.46,10/06/2025,308,171.6,678704.33,2024,8558.33,Stephanie Harris,True,FL-DU-45585,Mid-age
P-100497,10497,"2721 Jefferson St, Apt 8C, Austin, TX 87609",2721 Jefferson St,Apt 8C,Austin,TX,87609,Travis,39.463126,-80.513514,Condo,4,5.0,6397,18202,1987,37,321891.0,21/09/2016,3492,50.32,278790.08,2024,5575.8,Linda Hernandez,True,TX-TR-79935,Mid-age
P-100498,10498,"2527 Jackson Dr, Apt 14E, Los Angeles, CA 27428",2527 Jackson Dr,Apt 14E,Los Angeles,CA,27428,Los Angeles,28.166524,-88.215945,Condo,7,2.5,4979,6882,1920,104,2428368.78,10/03/2019,2592,487.72,2383560.18,2023,28351.83,Melissa Scott,True,CA-LO-27512,Old
P-100499,10499,"5418 Cedar Ln, Apt 9E, Denver, CO 92045",5418 Cedar Ln,Apt 9E,Denver,CO,92045,Denver,42.621937,-85.317935,Condo,6,3.0,2047,6241,1922,102,944866.43,19/07/2016,3556,461.59,976477.69,2024,9059.09,Deborah Hall,True,CO-DE-95698,Old
P-100505,10505,"1766 Heritage Ln, Apt 12A, Phoenix, AZ 56833",1766 Heritage Ln,Apt 12A,Phoenix,AZ,56833,Maricopa,23.021683,-127.965943,Townhouse,1,1.0,5552,8027,1942,82,454330.16,12/07/2022,1372,81.83,445190.6,2024,5833.3,Brian Baker,True,AZ-MA-47618,Old
P-100507,10507,"1581 Ridgewood Rd, Apt 18D, Manhattan, NY 26716",1581 Ridgewood Rd,Apt 18D,Manhattan,NY,26716,New York,25.819617,-123.503486,Townhouse,4,4.0,4542,15903,1972,52,2285316.5,22/02/2019,2608,503.15,2056875.22,2024,45251.25,Anthony Clark,True,NY-NE-80614,Old
P-100508,10508,"8885 Madison Ave, Apt 30C, Salt Lake City, UT 60413",8885 Madison Ave,Apt 30C,Salt Lake City,UT,60413,Salt Lake,23.21587,-94.801868,Condo,5,2.5,6359,7788,1950,74,402133.36,02/01/2024,833,63.24,441611.43,2022,5453.36,Steven Rodriguez,False,UT-SA-17808,Old
P-100510,10510,"1308 Riverside Dr, Apt 16D, New Orleans, LA 87847",1308 Riverside Dr,Apt 16D,New Orleans,LA,87847,Orleans,44.06764,-154.373841,Townhouse,2,1.5,2607,3869,1921,103,563962.86,27/02/2017,3333,216.33,521636.58,2022,7113.65,David Mitchell,True,LA-OR-49257,Old
P-100518,10518,"1528 Orchard Ln, Apt 21B, Indianapolis, IN 22335",1528 Orchard Ln,Apt 21B,Indianapolis,IN,22335,Marion,33.052408,-142.234565,Condo,2,1.5,2894,12339,1966,58,395627.41,26/06/2025,292,136.71,337769.23,2023,3747.66,Steven Taylor,False,IN-MA-67939,Old
P-100520,10520,"1034 Monroe Blvd, Apt 4A, Los Angeles, CA 83505",1034 Monroe Blvd,Apt 4A,Los Angeles,CA,83505,Los Angeles,21.210488,-82.783799,Condo,4,2.0,5270,11811,1929,95,1130306.43,24/06/2016,3581,214.48,1061000.08,2022,12930.68,Ashley Adams,True,CA-LO-70929,Old
P-100521,10521,"1875 Creekside Dr, Apt 19A, Decatur, GA 66769",1875 Creekside Dr,Apt 19A,Decatur,GA,66769,DeKalb,26.285981,-128.401305,Townhouse,3,4.5,2341,13847,2014,10,491451.19,28/02/2023,1141,209.93,460181.92,2024,4541.49,Steven Martinez,False,GA-DE-51967,New
P-100522,10522,"6330 Cedar Ln, Apt 28D, Oklahoma City, OK 57381",6330 Cedar Ln,Apt 28D,Oklahoma City,OK,57381,Oklahoma,41.923317,-71.865208,Condo,1,2.5,787,11988,1974,50,330481.53,26/02/2019,2604,419.93,281845.12,2022,2489.0,Betty Garcia,True,OK-OK-69168,Old
P-100528,10528,"1733 Harbor View Blvd, Apt 23D, Provo, UT 75976",1733 Harbor View Blvd,Apt 23D,Provo,UT,75976,Utah,36.40269,-154.160708,Condo,7,4.0,2335,5986,2019,5,474611.31,04/01/2022,1561,203.26,395992.1,2023,7684.87,Matthew Robinson,True,UT-UT-94523,New
P-100529,10529,"6238 Madison Ave, Apt 11C, Austin, TX 76527",6238 Madison Ave,Apt 11C,Austin,TX,76527,Travis,28.515517,-80.474177,Condo,3,4.0,6115,10072,1920,104,822146.06,19/08/2021,1699,134.45,665775.84,2022,13315.52,Margaret King,False,TX-TR-88636,Old
P-100530,10530,"9474 Summit Rd, Apt 4B, Hempstead, NY 41697",9474 Summit Rd,Apt 4B,Hempstead,NY,41697,Nassau,35.727099,-122.951472,Townhouse,6,4.0,1022,10489,1974,50,843054.92,23/02/2019,2607,824.91,773185.49,2024,17010.08,Daniel King,True,NY-NA-40273,Old
P-100532,10532,"6365 Oak Ave, Apt 21A, Lexington, KY 27111",6365 Oak Ave,Apt 21A,Lexington,KY,27111,Fayette,47.060476,-101.801706,Townhouse,2,2.5,5945,9578,1958,66,271186.55,09/11/2016,3443,45.62,236902.15,2023,4085.31,Brian Brown,True,KY-FA-28844,Old
P-100544,10544,"7648 Park Way, Apt 8A, New Orleans, LA 26552",7648 Park Way,Apt 8A,New Orleans,LA,26552,Orleans,29.462316,-144.123871,Townhouse,7,4.0,5817,13137,2005,19,215451.18,13/05/2020,2162,37.04,187907.26,2023,2994.34,Karen Lee,False,LA-OR-73269,New
P-100545,10545,"4953 Pine Rd, Apt 25E, Durham, NC 56269",4953 Pine Rd,Apt 25E,Durham,NC,56269,Durham,35.800654,-81.060107,Condo,6,1.5,1215,9318,1927,97,285730.87,06/10/2018,2747,235.17,247111.67,2023,2534.13,Michael Perez,True,NC-DU-87401,Old
P-100547,10547,"1772 Sunset Blvd, Apt 5D, Lexington, KY 70418",1772 Sunset Blvd,Apt 5D,Lexington,KY,70418,Fayette,44.2192,-92.182739,Condo,1,4.5,2132,6502,1923,101,491467.53,30/04/2020,2175,230.52,459911.52,2023,4332.33,Emily Garcia,True,KY-FA-37795,Old
P-100549,10549,"4178 Park Way, Apt 16B, Boise, ID 38780",4178 Park Way,Apt 16B,Boise,ID,38780,Ada,24.05248,-79.129914,Townhouse,3,2.5,1139,9857,1932,92,334858.39,20/05/2016,3616,293.99,330192.55,2024,4244.53,Betty Miller,True,ID-AD-45162,Old
P-100553,10553,"322 Hillcrest Ave, Apt 8E, Kansas City, MO 49470",322 Hillcrest Ave,Apt 8E,Kansas City,MO,49470,Jackson,39.819165,-79.4506,Townhouse,4,1.5,2811,14046,1986,38,688008.12,19/01/2026,85,244.76,580933.5,2023,10616.67,Brian Martinez,True,MO-JA-14050,Mid-age
P-100555,10555,"8620 Valley View Dr, Apt 10D, New Orleans, LA 90264",8620 Valley View Dr,Apt 10D,New Orleans,LA,90264,Orleans,24.258473,-87.806037,Townhouse,7,3.5,2962,4767,1921,103,509163.07,06/08/2018,2808,171.9,429804.57,2024,4213.26,Charles Flores,True,LA-OR-31313,Old
P-100556,10556,"1158 Heritage Ln, Apt 22E, Everett, WA 12043",1158 Heritage Ln,Apt 22E,Everett,WA,12043,Snohomish,33.027242,-138.092699,Townhouse,1,1.0,4600,9610,1920,104,1762484.63,17/11/2018,2705,383.15,1851019.55,2022,20393.06,Matthew Jackson,False,WA-SN-75797,Old
P-100559,10559,"1673 Lake Dr, Apt 20C, Saint Paul, MN 79018",1673 Lake Dr,Apt 20C,Saint Paul,MN,79018,Ramsey,32.710385,-129.74634,Townhouse,4,3.5,4103,11746,1973,51,869928.6,09/02/2021,1890,212.02,703164.92,2024,5848.27,Stephanie Clark,True,MN-RA-28426,Old
P-100560,10560,"9608 Birch St, Apt 4C, Charlotte, NC 58904",9608 Birch St,Apt 4C,Charlotte,NC,58904,Mecklenburg,24.372784,-109.735549,Townhouse,3,1.0,3816,5879,1971,53,642661.8,03/02/2021,1896,168.41,669810.6,2024,9057.61,Patricia Garcia,True,NC-ME-95181,Old
P-100563,10563,"6728 Riverside Dr, Apt 7D, Aurora, CO 34123",6728 Riverside Dr,Apt 7D,Aurora,CO,34123,Arapahoe,42.73718,-83.77029,Condo,3,4.5,5991,16102,1935,89,818824.44,24/02/2019,2606,136.68,660379.75,2022,11769.68,Brian Thomas,True,CO-AR-81654,Old
P-100570,10570,"1279 Valley View Dr, Apt 28A, Provo, UT 34288",1279 Valley View Dr,Apt 28A,Provo,UT,34288,Utah,39.082572,-73.676306,Condo,4,2.5,2299,11643,1980,44,510663.22,14/04/2022,1461,222.12,503280.9,2024,9180.38,John Lewis,True,UT-UT-59298,Mid-age
P-100571,10571,"1380 Lake Dr, Apt 10A, Louisville, KY 77796",1380 Lake Dr,Apt 10A,Louisville,KY,77796,Jefferson,28.903015,-146.740308,Condo,1,5.0,3310,3679,1948,76,760635.69,12/01/2023,1188,229.8,818962.76,2023,10388.64,Matthew Jones,False,KY-JE-30691,Old
P-100574,10574,"8236 Birch St, Apt 16A, Fort Worth, TX 39523",8236 Birch St,Apt 16A,Fort Worth,TX,39523,Tarrant,38.23393,-119.458146,Condo,7,2.5,775,1681,1923,101,723418.33,08/03/2017,3324,933.44,621309.49,2024,12426.19,Amanda Baker,False,TX-TA-82416,Old
P-100578,10578,"6831 Orchard Ln, Apt 4A, Memphis, TN 46671",6831 Orchard Ln,Apt 4A,Memphis,TN,46671,Shelby,23.078821,-77.651719,Condo,2,3.0,5129,8582,1935,89,410464.19,16/02/2017,3344,80.03,425397.71,2022,8395.19,George Lewis,False,TN-SH-69475,Old
P-100581,10581,"6458 Heritage Ln, Apt 25E, Indianapolis, IN 80092",6458 Heritage Ln,Apt 25E,Indianapolis,IN,80092,Marion,33.282817,-107.183578,Townhouse,7,5.0,2730,5393,1968,56,484519.33,12/08/2023,976,177.48,406783.93,2022,4624.48,Amanda Moore,True,IN-MA-42759,Old
P-100582,10582,"5630 Creekside Dr, Apt 12D, Denver, CO 15060",5630 Creekside Dr,Apt 12D,Denver,CO,15060,Denver,37.312002,-125.532547,Condo,7,1.0,1618,6646,1992,32,1092931.77,27/11/2016,3425,675.48,961075.3,2022,12807.01,Mary Lewis,True,CO-DE-14850,Mid-age
P-100583,10583,"9219 Jefferson St, Apt 28E, Honolulu, HI 63557",9219 Jefferson St,Apt 28E,Honolulu,HI,63557,Honolulu,22.552498,-75.32142,Condo,5,5.0,3172,4221,1976,48,998401.92,10/09/2017,3138,314.75,1034365.07,2023,19061.97,David Anderson,False,HI-HO-29254,Mid-age
P-100584,10584,"912 Madison Ave, Apt 18A, Billings, MT 25000",912 Madison Ave,Apt 18A,Billings,MT,25000,Yellowstone,38.346922,-140.969772,Condo,7,4.5,5350,10549,1925,99,551658.03,23/09/2023,934,103.11,451390.8,2024,8984.33,Thomas Johnson,False,MT-YE-56312,Old
P-100585,10585,"3945 Hillcrest Ave, Apt 26C, Oklahoma City, OK 24308",3945 Hillcrest Ave,Apt 26C,Oklahoma City,OK,24308,Oklahoma,23.053197,-118.388296,Condo,1,2.5,2271,7608,1993,31,409660.3,21/01/2017,3370,180.39,411423.84,2022,6460.44,Charles Martinez,True,OK-OK-89556,Mid-age
P-100588,10588,"7838 Harbor View Blvd, Apt 18E, San Diego, CA 51541",7838 Harbor View Blvd,Apt 18E,San Diego,CA,51541,San Diego,28.133342,-84.267222,Condo,2,3.5,2591,8521,1949,75,1840254.58,22/11/2017,3065,710.25,2009040.99,2024,21883.59,Timothy Clark,True,CA-SA-56135,Old
P-100589,10589,"6035 Riverside Dr, Apt 14D, Irvine, CA 89327",6035 Riverside Dr,Apt 14D,Irvine,CA,89327,Orange,27.104271,-88.59154,Condo,5,2.0,5004,9017,2019,5,3223260.5,21/09/2018,2762,644.14,3144054.03,2022,47998.85,Charles Perez,True,CA-OR-20683,New
P-100593,10593,"7530 Forest Glen Rd, Apt 25B, Billings, MT 52000",7530 Forest Glen Rd,Apt 25B,Billings,MT,52000,Yellowstone,32.622557,-112.745954,Townhouse,3,1.5,2502,7373,1983,41,386071.42,16/12/2019,2311,154.31,368815.3,2024,5516.72,Sandra Jackson,True,MT-YE-51756,Mid-age
P-100599,10599,"8139 Jefferson St, Apt 13E, Oakland, CA 33345",8139 Jefferson St,Apt 13E,Oakland,CA,33345,Alameda,22.028537,-97.145596,Townhouse,4,2.5,5824,11537,1981,43,2067906.47,06/04/2024,738,355.07,2198943.28,2022,40681.48,Brian Young,True,CA-AL-92578,Mid-age
P-100600,10600,"9003 Riverside Dr, Apt 25D, Knoxville, TN 48720",9003 Riverside Dr,Apt 25D,Knoxville,TN,48720,Knox,23.558131,-147.224034,Condo,4,4.5,3265,7318,2004,20,451394.92,22/04/2024,722,138.25,424049.77,2023,6753.99,Matthew Hall,True,TN-KN-26784,Mid-age
P-100601,10601,"9947 Willow Way, Apt 9D, Fairfax, VA 40783",9947 Willow Way,Apt 9D,Fairfax,VA,40783,Fairfax,21.767508,-133.690624,Condo,7,4.0,1098,10310,2018,6,687830.42,18/09/2018,2765,626.44,615804.61,2023,10904.89,Sandra Sanchez,True,VA-FA-17160,New
P-100604,10604,"1779 Birch St, Apt 28A, Columbia, SC 62158",1779 Birch St,Apt 28A,Columbia,SC,62158,Richland,41.970602,-153.32119,Condo,3,1.0,2484,12831,2018,6,656694.62,26/11/2025,139,264.37,579032.26,2022,10281.27,Anthony Adams,True,SC-RI-45389,New
P-100613,10613,"9261 Madison Ave, Apt 5A, Memphis, TN 55214",9261 Madison Ave,Apt 5A,Memphis,TN,55214,Shelby,37.663776,-76.274484,Condo,3,4.0,5387,17336,1959,65,406474.35,06/09/2017,3142,75.45,374354.95,2023,5515.5,Carol Nelson,True,TN-SH-87678,Old
P-100614,10614,"4687 Washington Ave, Apt 26B, Waukegan, IL 44463",4687 Washington Ave,Apt 26B,Waukegan,IL,44463,Lake,35.936984,-145.976744,Condo,5,4.0,3304,12735,2018,6,785652.17,02/07/2019,2478,237.79,693865.41,2024,14571.17,Brian Walker,True,IL-LA-10350,New
P-100615,10615,"1596 Sunset Blvd, Apt 25D, Waukegan, IL 28786",1596 Sunset Blvd,Apt 25D,Waukegan,IL,28786,Lake,25.367687,-80.908574,Townhouse,1,1.0,1722,10105,2023,1,462957.44,29/10/2018,2724,268.85,435877.54,2023,9153.43,Linda Thomas,True,IL-LA-59454,Very New
P-100616,10616,"5916 Clearwater Ct, Apt 21C, Rockville, MD 78417",5916 Clearwater Ct,Apt 21C,Rockville,MD,78417,Montgomery,29.399756,-150.196629,Townhouse,7,2.5,1960,12343,1955,69,1153617.21,11/11/2016,3441,588.58,1074217.17,2023,14911.34,Thomas Baker,True,MD-MO-67070,Old
P-100618,10618,"1641 Meadow Ln, Apt 20D, Reno, NV 43260",1641 Meadow Ln,Apt 20D,Reno,NV,43260,Washoe,34.324024,-155.869478,Condo,1,3.0,5856,13699,1970,54,154255.56,26/06/2018,2849,26.34,155995.46,2023,2418.44,Kenneth Johnson,False,NV-WA-71709,Old
P-100620,10620,"1697 Jackson Dr, Apt 27E, Las Vegas, NV 35451",1697 Jackson Dr,Apt 27E,Las Vegas,NV,35451,Clark,38.360288,-92.841534,Townhouse,7,3.5,6410,9182,1995,29,683265.72,05/03/2022,1501,106.59,652451.89,2024,8376.23,Brian Nelson,True,NV-CL-35289,Mid-age
P-100626,10626,"1813 Hillcrest Ave, Apt 24D, Henderson, NV 11035",1813 Hillcrest Ave,Apt 24D,Henderson,NV,11035,Clark,25.206888,-115.631855,Townhouse,6,1.5,2132,7997,1959,65,246941.6,25/02/2020,2240,115.83,211344.53,2022,2804.14,Michelle Robinson,True,NV-CL-67012,Old
P-100634,10634,"8865 Meadow Ln, Apt 2D, Reno, NV 24637",8865 Meadow Ln,Apt 2D,Reno,NV,24637,Washoe,41.81561,-71.676098,Condo,7,4.0,6127,7437,1939,85,125426.25,07/05/2018,2899,20.47,122547.2,2022,1737.57,Michelle Campbell,False,NV-WA-67001,Old
P-100635,10635,"752 Park Way, Apt 11C, Everett, WA 74175",752 Park Way,Apt 11C,Everett,WA,74175,Snohomish,33.196644,-152.643605,Townhouse,6,3.5,2667,9641,1963,61,2508738.66,07/09/2017,3141,940.66,2623515.47,2024,29401.28,Charles Thompson,True,WA-SN-68559,Old
P-100638,10638,"7201 Park Way, Apt 22A, San Francisco, CA 35119",7201 Park Way,Apt 22A,San Francisco,CA,35119,San Francisco,36.128721,-70.442098,Townhouse,5,5.0,2596,13970,2022,2,598935.22,08/11/2019,2349,230.71,564122.42,2023,6373.14,George Roberts,True,CA-SA-75740,Very New
P-100640,10640,"4815 Lakeshore Dr, Apt 22D, Wichita, KS 87059",4815 Lakeshore Dr,Apt 22D,Wichita,KS,87059,Sedgwick,32.150267,-105.214924,Condo,4,4.5,5168,5373,1963,61,385664.86,26/05/2022,1419,74.63,403709.58,2022,5467.59,Deborah Young,True,KS-SE-32283,Old
P-100642,10642,"5861 Summit Rd, Apt 10B, Hempstead, NY 64446",5861 Summit Rd,Apt 10B,Hempstead,NY,64446,Nassau,47.389385,-154.963474,Condo,5,4.5,2522,8670,1988,36,851677.04,23/06/2019,2487,337.7,923767.86,2022,20322.89,Jessica Wilson,False,NY-NA-84808,Mid-age
P-100643,10643,"6671 Willow Way, Apt 16D, Bronx, NY 56140",6671 Willow Way,Apt 16D,Bronx,NY,56140,Bronx,40.908944,-120.61834,Townhouse,3,3.5,3575,13901,1933,91,2475915.46,31/07/2018,2814,692.56,2693973.84,2024,59267.42,Andrew Wright,True,NY-BR-62948,Old
P-100644,10644,"7463 Broadway, Apt 8B, Everett, WA 33281",7463 Broadway,Apt 8B,Everett,WA,33281,Snohomish,31.601441,-156.709648,Townhouse,7,4.5,5975,8797,2007,17,3217206.7,25/12/2021,1571,538.44,3133711.66,2023,61705.82,Mark Gonzalez,False,WA-SN-91117,New
P-100646,10646,"7600 Meadow Ln, Apt 21A, Bronx, NY 41367",7600 Meadow Ln,Apt 21A,Bronx,NY,41367,Bronx,25.643091,-75.468743,Condo,3,2.0,3000,4061,1923,101,1081372.18,10/02/2021,1889,360.46,1014065.28,2024,22309.44,Sarah Lopez,False,NY-BR-75564,Old
P-100648,10648,"8851 Oak Ave, Apt 25E, Boise, ID 67477",8851 Oak Ave,Apt 25E,Boise,ID,67477,Ada,33.7414,-93.835238,Condo,7,4.0,926,6879,1971,53,678967.21,18/07/2020,2096,733.23,671349.51,2023,8823.59,Linda Miller,True,ID-AD-44406,Old
P-100649,10649,"2868 Meadow Ln, Apt 23D, Orlando, FL 64118",2868 Meadow Ln,Apt 23D,Orlando,FL,64118,Orange,38.39823,-144.650341,Condo,7,4.5,2321,6654,1932,92,377420.03,03/07/2018,2842,162.61,310322.62,2024,4313.15,Sarah Carter,True,FL-OR-48704,Old
P-100654,10654,"6628 River Blvd, Apt 6A, Fort Worth, TX 53190",6628 River Blvd,Apt 6A,Fort Worth,TX,53190,Tarrant,34.446537,-133.3818,Condo,7,5.0,1250,2167,1977,47,562027.69,03/07/2023,1016,449.62,490879.3,2024,9817.59,Carol Thomas,True,TX-TA-69777,Mid-age
P-100660,10660,"7862 Willow Way, Apt 2D, Charleston, SC 45308",7862 Willow Way,Apt 2D,Charleston,SC,45308,Charleston,27.061175,-134.131579,Condo,3,2.0,3108,8575,2013,11,396068.19,04/12/2017,3053,127.44,354324.18,2023,4642.91,Betty Carter,True,SC-CH-62963,New
